"","stream","question","answer","answer_numeric","answer_avg","comments","rating","difficulty","confidence","respondent","role","time"
"862","Metrics and Feedback","Do you use basic metrics about recorded security defects to carry out quick win improvement activities?","NO ANSWER",0,NA,"Don't know",1,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"863","Metrics and Feedback","Do you improve your security assurance program upon standardized metrics?","NO ANSWER",0,NA,"Don't know",1,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"864","Metrics and Feedback","Do you regularly evaluate the effectiveness of your security metrics so that its input helps drive your security strategy?","NO ANSWER",0,NA,"Don't know",1,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"865","Architecture Validation","Do you review the application architecture for key security objectives on an ad-hoc basis?","NO ANSWER",0,0,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"866","Architecture Validation","Do you regularly review the security mechanisms of your architecture?","NO ANSWER",0,0,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"867","Architecture Validation","Do you regularly review the effectiveness of the security controls?","NO ANSWER",0,0,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"868","Architecture Mitigation","Do you review the application architecture for mitigations of typical threats on an ad-hoc basis?","NO ANSWER",0,NA,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"869","Architecture Mitigation","Do you regularly evaluate the threats to your architecture?","NO ANSWER",0,NA,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"870","Architecture Mitigation","Do you regularly update your reference architectures based on architecture assessment findings?","NO ANSWER",0,NA,"Don't know",0,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"871","Control Verification","Do you test applications for the correct functioning of standard security controls?","Yes, most or all of them",1,0.5,"We do regular assessments using a supplier",0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"872","Control Verification","Do you consistently write and execute test scripts to verify the functionality of security requirements?","Yes, some of them",0.25,0.125,NA,0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"873","Control Verification","Do you automatically test applications for security regressions?","No",0,0,"We have plans to introduce SoV",0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"874","Misuse/Abuse Testing","Do you test applications using randomization or fuzzing techniques?","NO ANSWER",0,NA,"Don't know",0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"875","Misuse/Abuse Testing","Do you create abuse cases from functional requirements and use them to drive security tests?","NO ANSWER",0,NA,"Don't know",0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"876","Misuse/Abuse Testing","Do you perform denial of service and security stress testing?","NO ANSWER",0,NA,"Don't know",0.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"877","Scalable Baseline","Do you scan applications with automated security testing tools?","Yes, most or all of them",1,1,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"878","Scalable Baseline","Do you customize the automated security tools to your applications and technology stacks?","NO ANSWER",0,0.5,"Don't know",1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"879","Scalable Baseline","Do you integrate automated security testing into the build and deploy process?","Yes, some of it",0.25,0.25,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"880","Deep Understanding","Do you manually review the security quality of selected high-risk components?","Yes, for most or all of the components",1,NA,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"881","Deep Understanding","Do you perform penetration testing for your applications at regular intervals?","Yes, for most or all of the applications",1,NA,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"882","Deep Understanding","Do you use the results of security testing to improve the development lifecycle?","Yes, but we improve it ad-hoc",0.25,NA,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"883","Incident Detection","Do you analyze log data for security incidents periodically?","NO ANSWER",0,0.5,"Don't know",1.5,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"884","Incident Detection","Do you follow a documented process for incident detection?","NO ANSWER",0,0.5,"Don't know",1.5,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"885","Incident Detection","Do you review and update the incident detection process regularly?","NO ANSWER",0,0.5,"Don't know",1.5,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"886","Incident Response","Do you respond to detected incidents?","Yes, for most or all of the incidents",1,NA,NA,1.5,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"887","Incident Response","Do you use a repeatable process for incident handling?","Yes, for most or all of the incident types",1,NA,NA,1.5,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"888","Incident Response","Do you have a dedicated incident response team available?","Yes, most or all of the time",1,NA,NA,1.5,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"889","Configuration Hardening","Do you harden configurations for key components of your technology stacks?","NO ANSWER",0,0.5,"Don't know",1.625,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"890","Configuration Hardening","Do you have hardening baselines for your components?","Yes, for some components",0.25,0.625,NA,1.625,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"891","Configuration Hardening","Do you monitor and enforce conformity with hardening baselines?","NO ANSWER",0,0.5,"Don't know",1.625,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"892","Patching and Updating","Do you identify and patch vulnerable components?","Yes, for most or all of the components",1,NA,NA,1.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"893","Patching and Updating","Do you follow an established process for updating components of your technology stacks?","Yes, for most or all of the components",1,NA,"SUPs",1.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"894","Patching and Updating","Do you regularly evaluate components and review patch level status?","Yes, for most or all of the components",1,NA,NA,1.625,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"895","Data Protection","Do you protect and handle information according to protection requirements for data stored and processed on each application?","Yes, for most or all of the applications",1,1,NA,1.75,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"896","Data Protection","Do you maintain a data catalog, including types, sensitivity levels, and processing and storage locations?","NO ANSWER",0,0.25,"Don't know",1.75,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"897","Data Protection","Do you regularly review and update the data catalog and your data protection policies and procedures?","NO ANSWER",0,0.5,"Don't know",1.75,"easy","unconfident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"898","System Decomissioning / Legacy Management","Do you identify and remove systems, applications, application dependencies, or services that are no longer used, have reached end of life, or are no longer actively developed or supported?","Yes, for most or all of the applications",1,NA,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"899","System Decomissioning / Legacy Management","Do you follow an established process for removing all associated resources, as part of decommissioning of unused systems, applications, application dependencies, or services?","Yes, at least half of the time",0.5,NA,"We have a phase out process, which could be more  actively used",1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"900","System Decomissioning / Legacy Management","Do you regularly evaluate the lifecycle state and support status of every software asset and underlying infrastructure component, and estimate their end of life?","Yes, for most or all of the assets",1,NA,NA,1.75,"easy","confident","c7ee6f800e0c0f2f5e0f0b07e5892f61","management",62
"901","Create and Promote","Do you understand the enterprise-wide risk appetite for your applications ?","Yes, it covers organization-specific risks",0.5,0.25,NA,0.5,"difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"902","Create and Promote","Do you have a strategic plan for application security and use it to make decisions?","Yes, we consult the plan before making significant decisions",0.5,0.25,"The answer possibilites does not answer the question. I know that there is a strategic plan, but I have no idea how often it is used. This alternative does not exist. I can't just say ""Yes"" to the question. I would assume that it is used often as it exists.",0.5,"difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
"903","Create and Promote","Do you regularly review and update the Strategic Plan for Application Security?","NO ANSWER",0,0,"I don't know if it is updated often",0.5,"difficult","confident","ca0509100d924c2dc11dac5d0bd03729","architect",62
